1503,1668,1200
1500,1664,1200
1497,1660,1200
1494,1655,1200
1492,1651,1200
1489,1647,1200
1486,1643,1200
1483,1639,1200
1480,1635,1200
1477,1631,1200
1475,1627,1200
1472,1623,1200
1469,1619,1200
1466,1615,1200
1463,1611,1200
1460,1607,1200
1457,1603,1200
1454,1599,1200
1451,1595,1200
1448,1591,1200
1445,1587,1200
1441,1583,1200
1438,1579,1200
1435,1575,1200
1432,1571,1200
1429,1568,1200
1426,1564,1200
1423,1560,1200
1419,1556,1200
1416,1552,1200
1413,1548,1200
1410,1544,1200
1406,1541,1200
1403,1537,1200
1400,1533,1200
1396,1529,1200
1393,1525,1200
1390,1522,1200
1386,1518,1200
1383,1514,1200
1380,1510,1200
1376,1507,1200
1373,1503,1200
1369,1499,1200
1366,1496,1200
1363,1492,1200
1359,1488,1200
1356,1485,1200
1352,1481,1200
1349,1477,1200
1345,1474,1200
1349,1470,1200
1352,1467,1200
1356,1463,1200
1360,1460,1200
1363,1456,1200
1367,1453,1200
1370,1450,1200
1373,1447,1200
1377,1443,1200
1380,1440,1200
1383,1437,1200
1387,1434,1200
1390,1431,1200
1393,1428,1200
1396,1425,1200
1399,1422,1200
1402,1420,1200
1405,1417,1200
1408,1414,1200
1411,1411,1200
1414,1409,1200
1417,1406,1200
1419,1404,1200
1422,1401,1200
1425,1399,1200
1428,1396,1200
1430,1394,1200
1433,1391,1200
1436,1389,1200
1438,1387,1200
1441,1384,1200
1443,1382,1200
1445,1380,1200
1448,1378,1200
1450,1376,1200
1453,1374,1200
1455,1372,1200
1457,1370,1200
1459,1368,1200
1461,1366,1200
1464,1364,1200
1466,1363,1200
1468,1361,1200
1470,1359,1200
1472,1358,1200
1474,1356,1200
1475,1354,1200
1477,1353,1200
1479,1351,1200
1481,1350,1200
1485,1355,1200
1490,1361,1200
1494,1366,1200
1499,1371,1200
1503,1377,1200
1508,1382,1200
1512,1387,1200
1517,1392,1200
1521,1398,1200
1525,1403,1200
1530,1408,1200
1534,1413,1200
1538,1418,1200
1542,1423,1200
1546,1428,1200
1551,1433,1200
1555,1439,1200
1559,1444,1200
1563,1449,1200
1567,1454,1200
1571,1459,1200
1574,1464,1200
1578,1469,1200
1582,1474,1200
1586,1478,1200
1590,1483,1200
1593,1488,1200
1597,1493,1200
1601,1498,1200
1604,1503,1200
1608,1508,1200
1611,1513,1200
1615,1517,1200
1618,1522,1200
1621,1527,1200
1625,1532,1200
1628,1537,1200
1631,1541,1200
1634,1546,1200
1638,1551,1200
1641,1556,1200
1644,1560,1200
1647,1565,1200
1650,1570,1200
1653,1575,1200
1656,1579,1200
1659,1584,1200
1661,1589,1200
1664,1593,1200
1667,1598,1200
1663,1599,1200
1658,1600,1200
1654,1601,1200
1650,1602,1200
1646,1603,1200
1642,1604,1200
1637,1605,1200
1633,1606,1200
1629,1607,1200
1625,1608,1200
1621,1610,1200
1616,1611,1200
1612,1613,1200
1608,1614,1200
1604,1616,1200
1599,1617,1200
1595,1619,1200
1591,1621,1200
1586,1623,1200
1582,1625,1200
1578,1627,1200
1573,1629,1200
1569,1631,1200
1564,1633,1200
1560,1635,1200
1556,1637,1200
1551,1640,1200
1547,1642,1200
1542,1644,1200
1538,1647,1200
1533,1649,1200
1528,1652,1200
1524,1655,1200
1519,1658,1200
1514,1660,1200
1510,1663,1200
1505,1666,1200
1500,1669,1200
1495,1673,1200
1491,1676,1200
1486,1679,1200
1481,1683,1200
1476,1686,1200
1471,1690,1200
1466,1693,1200
1461,1697,1200
1456,1701,1200
1451,1705,1200
1445,1709,1200
