1315,1827,1200
1311,1818,1700
1321,1826,1200
1314,1809,1700
1328,1825,1200
1316,1799,1700
1334,1825,1200
1320,1794,1700
1265,1697,1200
1253,1679,1700
1381,1955,1200
1374,1925,1700
1342,1828,1200
1322,1785,1700
1272,1696,1200
1255,1672,1700
1387,1954,1200
1377,1912,1700
1348,1828,1200
1324,1776,1700
1276,1692,1200
1271,1685,1700
1264,1674,1200
1256,1664,1700
1392,1946,1200
1389,1934,1700
1384,1917,1200
1379,1900,1700
1354,1827,1200
1326,1768,1700
1279,1688,1200
1275,1681,1700
1265,1667,1200
1260,1660,1700
1396,1939,1200
1393,1927,1700
1387,1905,1200
1384,1894,1700
1360,1827,1200
1328,1759,1700
1283,1684,1200
1278,1677,1700
1271,1666,1200
1264,1656,1700
1400,1932,1200
1397,1920,1700
1391,1899,1200
1388,1888,1700
1365,1826,1200
1330,1751,1700
1287,1680,1200
1280,1669,1700
1275,1662,1200
1267,1652,1700
1405,1925,1200
1402,1914,1700
1397,1898,1200
1392,1883,1700
1373,1831,1200
1331,1743,1700
1288,1673,1200
1274,1652,1700
1409,1919,1200
1398,1883,1700
1379,1830,1200
1333,1735,1700
1289,1665,1200
1280,1651,1700
1411,1908,1200
1404,1882,1700
1385,1830,1200
1335,1727,1700
1390,1830,1200
1338,1724,1700
1398,1835,1200
1340,1716,1700
1278,1623,1200
1272,1616,1700
1404,1835,1200
1341,1709,1700
1320,1675,1200
1316,1668,1700
1286,1626,1200
1271,1606,1700
1409,1835,1200
1343,1701,1700
1324,1672,1200
1317,1661,1700
1289,1623,1200
1271,1599,1700
1415,1836,1200
1344,1694,1700
1330,1672,1200
1320,1658,1700
1295,1623,1200
1290,1616,1700
1280,1603,1200
1275,1596,1700
1421,1836,1200
1345,1687,1700
1336,1672,1200
1324,1654,1700
1299,1619,1200
1294,1613,1700
1283,1599,1200
1275,1589,1700
1423,1828,1200
1346,1680,1700
1339,1669,1200
1329,1654,1700
1302,1616,1200
1297,1609,1700
1286,1596,1200
1278,1586,1700
1426,1824,1200
1347,1673,1700
1345,1669,1200
1333,1651,1700
1305,1613,1200
1298,1603,1700
1292,1596,1200
1284,1586,1700
1428,1816,1200
1339,1651,1700
1306,1606,1200
1288,1583,1700
1430,1808,1200
1334,1638,1700
1307,1600,1200
1293,1583,1700
1434,1804,1200
1328,1620,1700
1436,1796,1200
1323,1607,1700
1439,1793,1200
1359,1650,1700
1344,1628,1200
1319,1594,1700
1441,1785,1200
1365,1650,1700
1340,1615,1200
1337,1611,1700
1335,1608,1200
1316,1584,1700
1444,1782,1200
1368,1647,1700
1330,1594,1200
1317,1577,1700
1446,1775,1200
1373,1648,1700
1333,1591,1200
1330,1588,1700
1328,1585,1200
1314,1568,1700
1448,1768,1200
1379,1649,1700
1331,1582,1200
1315,1561,1700
1451,1765,1200
1387,1653,1700
1326,1569,1200
1315,1555,1700
1466,1786,1200
1458,1770,1700
1452,1758,1200
1395,1658,1700
1393,1654,1200
1390,1650,1700
1326,1562,1200
1315,1549,1700
1470,1783,1200
1400,1659,1700
1329,1559,1200
1315,1543,1700
1495,1832,1200
1485,1806,1700
1473,1781,1200
1408,1663,1700
1329,1553,1200
1318,1540,1700
1287,1503,1200
1269,1484,1700
1499,1829,1200
1486,1799,1700
1479,1782,1200
1419,1672,1700
1416,1668,1200
1414,1664,1700
1329,1547,1200
1318,1534,1700
1292,1504,1200
1272,1481,1700
1502,1826,1200
1499,1817,1700
1493,1804,1200
1488,1792,1700
1472,1759,1200
1431,1684,1700
1329,1541,1200
1321,1531,1700
1295,1501,1200
1289,1494,1700
1277,1482,1200
1271,1475,1700
1506,1823,1200
1504,1818,1700
1495,1797,1200
1491,1789,1700
1471,1748,1200
1465,1736,1700
1459,1724,1200
1457,1720,1700
1452,1712,1200
1448,1705,1700
1329,1535,1200
1321,1525,1700
1298,1498,1200
1292,1492,1700
1280,1479,1200
1274,1472,1700
1510,1820,1200
1508,1816,1700
1499,1794,1200
1495,1786,1700
1477,1749,1200
1468,1733,1700
1335,1535,1200
1323,1522,1700
1300,1495,1200
1291,1486,1700
1282,1476,1200
1276,1469,1700
1513,1817,1200
1509,1809,1700
1504,1796,1200
1500,1787,1700
1480,1747,1200
1474,1735,1700
1334,1529,1200
1323,1516,1700
1303,1493,1200
1279,1467,1700
1517,1814,1200
1505,1789,1700
1483,1744,1200
1477,1732,1700
1444,1674,1200
1427,1648,1700
1394,1600,1200
1378,1579,1700
1334,1523,1200
1326,1513,1700
1302,1487,1200
1285,1467,1700
1518,1807,1200
1511,1791,1700
1487,1742,1200
1478,1726,1700
1447,1671,1200
1430,1645,1700
1402,1605,1200
1381,1576,1700
1337,1521,1200
1328,1511,1700
1302,1481,1200
1290,1468,1700
1490,1739,1200
1484,1727,1700
1450,1669,1200
1428,1635,1700
1405,1602,1200
1381,1570,1700
1340,1518,1200
1331,1508,1700
1493,1737,1200
1487,1725,1700
1455,1670,1200
1433,1637,1700
1408,1600,1200
1384,1568,1700
1342,1515,1200
1334,1505,1700
1497,1734,1200
1490,1722,1700
1458,1668,1200
1434,1631,1700
1411,1598,1200
1387,1565,1700
1345,1513,1200
1336,1503,1700
1502,1736,1200
1493,1720,1700
1461,1666,1200
1439,1632,1700
1414,1595,1200
1390,1563,1700
1347,1510,1200
1339,1500,1700
1505,1734,1200
1497,1718,1700
1464,1663,1200
1440,1626,1700
1417,1593,1200
1392,1560,1700
1350,1508,1200
1341,1498,1700
1506,1727,1200
1500,1715,1700
1467,1661,1200
1448,1631,1700
1417,1587,1200
1395,1558,1700
1353,1505,1200
1344,1495,1700
1524,1753,1200
1522,1749,1700
1509,1725,1200
1503,1713,1700
1468,1655,1200
1451,1629,1700
1419,1585,1200
1403,1563,1700
1355,1503,1200
1346,1493,1700
1331,1476,1200
1328,1472,1700
1530,1755,1200
1525,1747,1700
1513,1723,1200
1504,1707,1700
1361,1504,1200
1352,1494,1700
1334,1473,1200
1331,1470,1700
1533,1753,1200
1529,1745,1700
1514,1717,1200
1507,1705,1700
1363,1502,1200
1354,1491,1700
1339,1474,1200
1333,1467,1700
1536,1751,1200
1532,1743,1700
1517,1715,1200
1508,1699,1700
1368,1503,1200
1360,1492,1700
1342,1472,1200
1333,1461,1700
1539,1749,1200
1535,1741,1700
1518,1709,1200
1511,1697,1700
1475,1639,1200
1465,1624,1700
1419,1561,1200
1417,1558,1700
1374,1504,1200
1362,1490,1700
1344,1469,1200
1335,1459,1700
1545,1751,1200
1538,1739,1700
1521,1707,1200
1512,1691,1700
1478,1637,1200
1468,1622,1700
1430,1570,1200
1417,1552,1700
1379,1505,1200
1367,1491,1700
1346,1467,1200
1337,1457,1700
1550,1753,1200
1541,1736,1700
1522,1701,1200
1510,1681,1700
1481,1635,1200
1468,1616,1700
1465,1612,1200
1463,1609,1700
1433,1568,1200
1419,1550,1700
1385,1506,1200
1373,1492,1700
1346,1461,1200
1337,1451,1700
1559,1763,1200
1543,1731,1700
1522,1695,1200
1513,1679,1700
1481,1629,1200
1463,1603,1700
1457,1595,1200
1455,1592,1700
1444,1577,1200
1425,1551,1700
1393,1511,1200
1375,1490,1700
1351,1462,1200
1326,1435,1700
1569,1773,1200
1546,1729,1700
1523,1689,1200
1514,1673,1700
1479,1620,1200
1433,1556,1700
1395,1509,1200
1384,1495,1700
1356,1463,1200
1319,1422,1700
1572,1771,1200
1557,1743,1700
1555,1739,1200
1547,1723,1700
1524,1683,1200
1512,1664,1700
1479,1614,1200
1438,1558,1700
1404,1514,1200
1389,1496,1700
1362,1464,1200
1324,1423,1700
1556,1733,1200
1548,1717,1700
1527,1681,1200
1515,1662,1700
1479,1608,1200
1446,1563,1700
1406,1512,1200
1388,1490,1700
1367,1466,1200
1352,1448,1700
1557,1727,1200
1548,1711,1700
1535,1687,1200
1518,1660,1700
1466,1584,1200
1463,1580,1700
1409,1510,1200
1385,1481,1700
1373,1467,1200
1357,1449,1700
1558,1721,1200
1547,1701,1700
1540,1689,1200
1528,1670,1700
1408,1504,1200
1405,1501,1700
1402,1497,1200
1384,1475,1700
1378,1468,1200
1362,1451,1700
1559,1715,1200
1536,1676,1700
1402,1491,1200
1368,1452,1700
1560,1710,1200
1541,1678,1700
1398,1482,1200
1373,1453,1700
1561,1704,1200
1547,1680,1700
1397,1476,1200
1375,1451,1700
1566,1706,1200
1557,1690,1700
1390,1463,1200
1378,1449,1700
1571,1709,1200
1560,1689,1700
1389,1458,1200
1377,1443,1700
1577,1711,1200
1567,1695,1700
1391,1456,1200
1376,1438,1700
1582,1713,1200
1573,1697,1700
1387,1446,1200
1374,1432,1700
1588,1716,1200
1576,1696,1700
1389,1444,1200
1373,1426,1700
1591,1714,1200
1584,1702,1700
1385,1435,1200
1375,1424,1700
1596,1717,1200
1587,1701,1700
1387,1433,1200
1374,1418,1700
1599,1715,1200
1590,1699,1700
1506,1574,1200
1488,1551,1700
1386,1427,1200
1376,1416,1700
1353,1391,1200
1340,1377,1700
1604,1718,1200
1597,1706,1700
1511,1576,1200
1491,1549,1700
1388,1425,1200
1375,1411,1700
1358,1393,1200
1338,1371,1700
1608,1717,1200
1598,1701,1700
1517,1578,1200
1490,1544,1700
1390,1423,1200
1377,1409,1700
1364,1394,1200
1354,1383,1700
1347,1376,1200
1629,1748,1700
1611,1715,1200
1604,1703,1700
1519,1577,1200
1493,1542,1700
1389,1418,1200
1376,1403,1700
1369,1396,1200
1359,1385,1700
1345,1370,1200
1632,1746,1700
1616,1718,1200
1607,1702,1700
1522,1575,1200
1495,1540,1700
1391,1416,1200
1378,1401,1700
1371,1394,1200
1361,1383,1700
1347,1368,1200
1635,1745,1700
1619,1717,1200
1610,1701,1700
1524,1574,1200
1501,1543,1700
1389,1410,1200
1379,1399,1700
1373,1392,1200
1363,1381,1700
1352,1370,1200
1638,1744,1700
1622,1715,1200
1615,1703,1700
1527,1572,1200
1500,1537,1700
1391,1408,1200
1381,1397,1700
1371,1386,1200
1641,1743,1700
1625,1714,1200
1618,1702,1700
1527,1567,1200
1506,1540,1700
1393,1406,1200
1383,1395,1700
1370,1380,1200
1349,1358,1700
1628,1713,1200
1621,1701,1700
1517,1550,1200
1514,1546,1700
1395,1404,1200
1385,1393,1700
1365,1371,1200
1358,1363,1700
1631,1712,1200
1624,1700,1700
1394,1399,1200
1384,1387,1700
1634,1711,1200
1627,1698,1700
1396,1397,1200
1385,1385,1700
1637,1709,1200
1630,1697,1700
1398,1395,1200
1387,1383,1700
1640,1708,1200
1633,1696,1700
1399,1393,1200
1392,1385,1700
1644,1707,1200
1636,1695,1700
1405,1395,1200
1394,1384,1700
1647,1706,1200
1639,1694,1700
1406,1393,1200
1396,1382,1700
1650,1705,1200
1640,1689,1700
1544,1552,1200
1528,1532,1700
1408,1391,1200
1398,1380,1700
1653,1704,1200
1645,1692,1700
1552,1559,1200
1527,1527,1700
1410,1390,1200
1400,1378,1700
1656,1703,1200
1648,1691,1700
1552,1554,1200
1526,1522,1700
1412,1388,1200
1401,1376,1700
1656,1698,1200
1649,1686,1700
1557,1557,1200
1529,1521,1700
1417,1390,1200
1407,1378,1700
1659,1697,1200
1652,1685,1700
1560,1556,1200
1531,1519,1700
1422,1392,1200
1408,1377,1700
1660,1692,1200
1652,1680,1700
1562,1554,1200
1533,1518,1700
